customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,gasto_mensual,gasto_total,gasto_diario
1229-rcalf,0.0,female,0,1,0,64,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,1,electronic check,115.0,7396.15,3.8333333333333335
1230-qajdw,0.0,male,0,0,0,3,1,yes,dsl,no,no,no,yes,yes,no,month-to-month,1,mailed check,65.25,209.9,2.175
1231-yndek,0.0,male,0,0,0,58,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),19.15,1035.5,0.6383333333333333
1232-tpuya,,female,1,1,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.55,69.55,2.3183333333333334
1235-gpkns,,female,0,0,1,5,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,46.0,221.7,1.5333333333333334
1236-wfcdv,1.0,male,1,0,0,14,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,0,credit card (automatic),90.45,1266.1,3.015
1237-wiyyz,0.0,female,0,0,0,18,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.55,389.25,0.6516666666666667
1240-hcboh,0.0,female,0,0,0,67,1,yes,no,no,no,no,no,no,no,two year,1,mailed check,26.1,1759.55,0.87
1240-knsez,1.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.1,20.1,0.67
1241-ezfmj,0.0,male,0,1,0,61,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),25.45,1538.6,0.8483333333333333
1241-fpmof,0.0,male,0,0,0,52,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.65,1025.05,0.6549999999999999
1245-harps,0.0,female,0,1,0,14,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.4,292.4,0.6799999999999999
1247-qbvsh,0.0,female,0,1,1,43,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,mailed check,50.2,2169.4,1.6733333333333333
1248-dyxub,0.0,male,0,1,1,52,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,24.8,1229.1,0.8266666666666667
1251-krreg,1.0,male,0,0,0,2,1,yes,dsl,no,yes,no,no,no,no,month-to-month,1,mailed check,54.4,114.1,1.8133333333333332
1251-stysz,0.0,female,1,0,0,4,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,1,electronic check,80.25,303.7,2.675
1254-izeyf,1.0,female,1,0,0,31,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,99.95,3186.65,3.3316666666666666
1257-sxuxq,0.0,male,0,1,1,5,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.45,86.05,0.6483333333333333
1258-ymznm,0.0,female,1,0,0,27,1,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,1,bank transfer (automatic),110.5,2857.6,3.683333333333333
1260-ttrxi,1.0,male,0,0,0,4,1,no,dsl,no,no,no,no,no,yes,month-to-month,0,electronic check,54.3,195.3,1.8099999999999998
1261-fwtte,0.0,male,1,0,0,23,0,no phone service,dsl,no,no,no,no,no,yes,month-to-month,1,bank transfer (automatic),34.65,768.45,1.155
1262-opmfy,1.0,female,0,1,0,9,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,1,bank transfer (automatic),75.75,655.9,2.525
1264-bywms,1.0,male,0,0,0,55,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,96.8,5283.95,3.2266666666666666
1264-fuhcx,0.0,female,0,1,0,49,0,no phone service,dsl,no,yes,no,yes,yes,yes,one year,1,credit card (automatic),56.3,2780.6,1.8766666666666665
1265-bcfeo,0.0,female,0,1,0,71,1,yes,dsl,no,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),80.45,5662.25,2.6816666666666666
1265-hvpzb,0.0,male,0,1,0,59,1,no,dsl,yes,yes,yes,no,yes,no,one year,0,credit card (automatic),66.4,3958.2,2.2133333333333334
1265-xtecc,1.0,female,1,1,0,68,1,yes,fiber optic,yes,yes,no,no,no,yes,one year,1,credit card (automatic),96.55,6581.9,3.2183333333333333
1265-zfosd,0.0,female,0,1,0,64,1,yes,dsl,yes,yes,yes,yes,no,yes,two year,1,mailed check,81.3,5129.3,2.71
1266-nzyui,0.0,female,0,1,1,72,1,yes,dsl,yes,no,yes,yes,no,no,two year,0,bank transfer (automatic),66.85,4758.8,2.228333333333333
1268-asbga,1.0,female,1,1,0,16,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,credit card (automatic),85.35,1375.15,2.8449999999999998
1268-vssgl,,male,0,1,0,4,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,70.5,294.2,2.35
1269-foywn,0.0,male,0,1,1,44,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),20.0,860.85,0.6666666666666666
1270-xkucc,0.0,female,0,1,1,30,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.7,599.25,0.6566666666666666
1271-sjbgz,1.0,male,1,0,0,12,0,no phone service,dsl,no,no,yes,yes,no,yes,month-to-month,1,electronic check,43.65,526.95,1.4549999999999998
1271-uodno,0.0,male,0,0,0,39,1,yes,dsl,no,no,no,yes,no,no,two year,1,credit card (automatic),53.85,2200.7,1.7950000000000002
1272-ilhfg,0.0,male,0,1,1,15,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.65,332.65,0.6549999999999999
1273-mteti,1.0,female,1,0,0,4,1,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,1,electronic check,88.85,372.45,2.9616666666666664
1282-ihqac,0.0,male,1,0,0,70,0,no phone service,dsl,no,yes,yes,no,yes,no,one year,1,credit card (automatic),44.05,3011.65,1.4683333333333333
1285-okipp,1.0,male,0,0,0,1,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,0,electronic check,79.9,79.9,2.6633333333333336
1289-rkjjr,,male,0,0,0,28,1,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,0,electronic check,91.0,2626.15,3.033333333333333
1291-cuocy,0.0,male,0,1,0,72,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,credit card (automatic),110.6,7962.2,3.6866666666666665
1293-bseun,0.0,female,0,1,1,72,1,no,no,no,no,no,no,no,no,two year,1,mailed check,20.7,1482.3,0.69
1293-hhshj,0.0,female,0,0,0,35,1,no,no,no,no,no,no,no,no,one year,0,mailed check,21.1,741.0,0.7033333333333334
1297-vqdrp,0.0,male,1,1,1,68,1,yes,fiber optic,no,no,yes,yes,yes,yes,one year,1,credit card (automatic),107.15,7379.8,3.5716666666666668
1298-phbti,0.0,male,0,1,1,71,1,yes,fiber optic,no,yes,no,yes,no,no,two year,1,electronic check,84.8,6152.4,2.8266666666666667
1299-aurja,0.0,female,0,1,1,70,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),24.7,1685.9,0.8233333333333334
1301-lopvr,0.0,male,0,1,1,29,0,no phone service,dsl,yes,yes,yes,yes,no,yes,one year,1,credit card (automatic),55.35,1636.95,1.845
1302-tpubn,0.0,male,0,0,0,66,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.35,1240.8,0.645
1302-uhbdd,0.0,male,1,0,0,20,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,0,electronic check,89.95,1648.45,2.9983333333333335
1303-srdok,0.0,female,0,1,1,55,1,no,fiber optic,no,no,no,no,no,no,two year,1,credit card (automatic),69.05,3842.6,2.3016666666666667
1304-bccfo,0.0,male,0,1,0,9,1,no,dsl,no,no,yes,no,yes,yes,month-to-month,1,mailed check,70.05,564.4,2.335
1304-necvq,1.0,female,1,0,0,2,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,78.55,149.55,2.618333333333333
1304-segfy,0.0,female,0,1,0,72,1,yes,fiber optic,no,no,yes,no,yes,yes,two year,1,electronic check,97.85,6841.3,3.2616666666666663
1306-rpwxz,0.0,female,0,0,1,49,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.45,1024.65,0.6816666666666666
1307-atkgb,0.0,male,0,0,0,24,1,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,electronic check,89.55,2187.15,2.985
1307-tvufb,0.0,male,1,0,0,42,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),79.35,3344.1,2.645
1309-bxvoq,1.0,male,0,1,0,21,1,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,1,electronic check,106.1,2249.95,3.5366666666666666
1309-xgfsn,0.0,male,1,1,1,52,1,yes,dsl,no,yes,yes,no,yes,yes,one year,1,electronic check,80.85,4079.55,2.695
1310-qritu,0.0,female,0,0,0,18,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,50.3,913.3,1.6766666666666665
1314-hqhal,,male,0,0,0,58,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.3,1131.5,0.6766666666666666
1319-ylzjg,0.0,male,0,1,0,12,1,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,1,electronic check,84.6,959.9,2.82
1320-gvnht,0.0,male,0,1,1,72,1,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,1,credit card (automatic),108.4,7767.25,3.6133333333333337
1320-htrdr,1.0,female,0,0,0,3,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,75.5,220.6,2.5166666666666666
1320-rehcs,0.0,male,1,0,0,52,1,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,1,electronic check,110.75,5832.0,3.691666666666667
1322-agoqm,1.0,male,0,0,0,46,0,no phone service,dsl,no,yes,no,no,no,no,month-to-month,0,bank transfer (automatic),30.3,1380.1,1.01
1323-ooepc,1.0,female,0,1,0,53,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,credit card (automatic),98.4,5149.5,3.2800000000000002
1324-nltje,1.0,female,1,0,0,15,1,yes,dsl,no,no,no,yes,no,no,month-to-month,0,credit card (automatic),55.0,757.1,1.8333333333333333
1325-usmec,0.0,male,0,1,0,70,1,yes,fiber optic,yes,yes,yes,no,yes,no,two year,1,credit card (automatic),99.35,6944.5,3.3116666666666665
1328-euzhc,0.0,female,0,1,0,18,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.1,370.5,0.67
1329-vhwnp,0.0,female,0,0,0,7,0,no phone service,dsl,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),25.05,189.95,0.8350000000000001
1333-pbmxb,0.0,female,0,1,1,54,1,yes,no,no,no,no,no,no,no,one year,1,bank transfer (automatic),24.75,1342.15,0.825
1334-fjsvr,1.0,male,0,0,0,1,0,no phone service,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,24.25,24.25,0.8083333333333333
1334-pdukm,0.0,female,0,1,0,68,1,yes,fiber optic,no,yes,yes,no,no,no,one year,0,credit card (automatic),86.45,5762.95,2.881666666666667
1335-hqmkx,0.0,female,0,1,0,72,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,electronic check,101.35,7323.15,3.378333333333333
1335-mxcse,0.0,male,0,1,1,55,1,no,dsl,no,no,yes,yes,no,no,two year,1,credit card (automatic),55.25,3119.9,1.8416666666666666
1335-ntiuc,0.0,male,0,0,0,9,0,no phone service,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,24.95,190.25,0.8316666666666667
1336-ezfzy,0.0,female,0,0,0,4,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,83.3,0.6683333333333333
1337-bozwo,0.0,male,0,1,1,18,0,no phone service,dsl,no,yes,yes,no,yes,no,one year,0,credit card (automatic),46.4,812.4,1.5466666666666666
1338-cecee,0.0,male,0,1,1,41,1,yes,dsl,no,yes,yes,no,yes,no,one year,0,bank transfer (automatic),68.5,2839.95,2.283333333333333
1342-jpnki,1.0,male,0,0,0,10,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,bank transfer (automatic),86.05,834.1,2.868333333333333
1343-ehpyb,1.0,male,0,1,0,63,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,103.4,6603.0,3.4466666666666668
1345-gkdzz,0.0,male,0,0,1,6,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.55,128.6,0.6516666666666667
1345-zukid,0.0,male,0,0,0,14,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.35,324.8,0.645
1346-pjwtk,0.0,male,0,1,0,61,1,no,fiber optic,no,yes,yes,yes,no,yes,month-to-month,0,credit card (automatic),94.15,5731.85,3.1383333333333336
1346-ufhax,0.0,female,0,0,0,13,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,1,credit card (automatic),80.0,1029.35,2.6666666666666665
1347-kttta,0.0,male,0,1,0,64,1,no,fiber optic,no,yes,yes,yes,yes,yes,one year,1,credit card (automatic),102.45,6654.1,3.415
1349-wxngg,1.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),20.05,20.05,0.6683333333333333
1352-hnsaw,0.0,female,0,1,1,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),115.6,8220.4,3.853333333333333
1352-vhkaj,0.0,male,0,1,1,27,1,yes,dsl,no,no,no,yes,yes,yes,month-to-month,0,bank transfer (automatic),71.6,1957.1,2.3866666666666663
1353-ghzos,0.0,male,0,1,0,22,1,no,dsl,yes,no,no,no,yes,no,one year,1,bank transfer (automatic),59.75,1374.35,1.9916666666666667
1353-ljwem,0.0,male,0,0,0,11,1,no,dsl,no,yes,yes,yes,no,no,month-to-month,1,electronic check,60.9,688.5,2.03
1354-yzfnb,0.0,male,0,1,1,4,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.55,68.8,0.6516666666666667
1355-kusbg,0.0,female,0,1,1,7,1,yes,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,48.8,349.8,1.6266666666666665
1356-mkysk,0.0,male,0,0,0,6,1,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,0,credit card (automatic),78.65,483.3,2.621666666666667
1357-bijki,0.0,male,0,1,0,50,1,yes,fiber optic,no,yes,no,no,yes,yes,one year,1,electronic check,98.25,4858.7,3.275
1357-mvdoz,0.0,male,0,1,1,11,1,no,dsl,no,no,yes,no,yes,no,month-to-month,1,bank transfer (automatic),59.65,683.25,1.9883333333333333
1360-jyxkq,0.0,female,1,1,0,54,1,no,fiber optic,no,no,yes,yes,yes,yes,one year,1,electronic check,99.1,5437.1,3.3033333333333332
1360-rcyrt,0.0,male,0,1,1,23,0,no phone service,dsl,no,no,no,yes,no,no,month-to-month,1,bank transfer (automatic),30.35,678.75,1.0116666666666667
1360-xfjmr,0.0,female,0,1,0,67,1,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,1,credit card (automatic),109.7,7344.45,3.6566666666666667
1363-txlsl,1.0,male,1,1,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.3,70.3,2.3433333333333333
1370-aqyem,,male,0,1,1,5,1,no,fiber optic,yes,no,yes,no,no,yes,month-to-month,1,mailed check,90.35,434.5,3.0116666666666663
1370-ggawx,0.0,female,0,0,0,46,1,yes,fiber optic,no,yes,yes,no,no,yes,one year,1,electronic check,94.15,4408.45,3.1383333333333336
1371-dwpaz,0.0,female,0,1,1,0,0,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,0,credit card (automatic),56.05,2280.6342130650496,1.8683333333333332
1371-ojcek,0.0,female,0,0,0,48,1,yes,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),24.35,1133.7,0.8116666666666668
1371-wepds,0.0,male,1,1,0,40,1,no,dsl,no,no,no,no,no,yes,one year,0,electronic check,55.8,2283.3,1.8599999999999999
1373-orviz,1.0,female,0,1,1,11,1,yes,dsl,no,no,no,yes,no,yes,month-to-month,1,electronic check,66.35,740.8,2.2116666666666664
1374-dmzui,1.0,female,1,0,0,4,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,94.3,424.45,3.143333333333333
1376-hhbdv,0.0,female,0,0,0,30,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,mailed check,48.8,1536.75,1.6266666666666665
1379-frveb,0.0,male,0,0,1,15,1,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,1,electronic check,91.0,1430.05,3.033333333333333
1383-ezrwl,1.0,female,0,0,0,7,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,164.85,0.6683333333333333
1384-rcuxw,0.0,male,0,0,0,16,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,mailed check,80.55,1248.9,2.685
1385-tqozw,0.0,female,0,0,0,9,1,no,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),20.45,147.55,0.6816666666666666
1386-zikuv,0.0,male,0,0,0,7,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,18.95,130.55,0.6316666666666666
1389-cxmlu,1.0,male,1,0,0,3,1,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,0,electronic check,91.05,289.1,3.0349999999999997
1389-wnuib,0.0,female,0,1,1,20,1,yes,dsl,yes,no,no,no,yes,yes,one year,0,bank transfer (automatic),76.0,1588.75,2.533333333333333
1391-ubdar,0.0,male,0,0,0,11,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,0,electronic check,72.9,818.45,2.43
1393-imkzg,0.0,female,0,0,0,1,1,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,electronic check,95.85,95.85,3.195
1394-suiuh,0.0,female,1,1,0,44,1,no,fiber optic,yes,yes,no,yes,no,no,month-to-month,1,electronic check,85.15,3670.5,2.8383333333333334
1395-ofuwc,0.0,male,0,1,1,43,0,no phone service,dsl,no,yes,no,no,no,no,month-to-month,0,credit card (automatic),29.3,1224.05,0.9766666666666667
1395-qouwc,,female,0,1,1,22,1,no,dsl,no,yes,no,no,yes,yes,one year,1,bank transfer (automatic),69.5,1498.2,2.316666666666667
1395-wswxr,0.0,male,0,0,0,24,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.75,487.05,0.6916666666666667
1396-qwfbj,1.0,female,0,1,1,21,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),74.05,1565.7,2.4683333333333333
1397-xkkwr,0.0,male,0,0,0,7,0,no phone service,dsl,yes,no,yes,no,no,no,one year,0,mailed check,35.3,264.8,1.1766666666666665
1399-oupjn,0.0,female,0,1,1,57,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.75,1272.05,0.6583333333333333
1399-ubqiu,0.0,male,0,0,0,11,1,no,dsl,no,no,yes,no,yes,yes,month-to-month,1,electronic check,69.35,712.25,2.3116666666666665
1400-mmyxy,1.0,male,1,1,0,3,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,105.9,334.65,3.5300000000000002
1400-wivll,0.0,male,0,1,0,57,1,yes,fiber optic,no,no,yes,yes,yes,yes,two year,0,electronic check,107.95,5969.85,3.5983333333333336
1401-fthfq,0.0,male,0,1,1,23,1,no,no,no,no,no,no,no,no,one year,1,credit card (automatic),20.0,445.3,0.6666666666666666
1402-pthgn,0.0,female,0,1,1,18,1,no,dsl,yes,yes,no,yes,no,no,one year,1,mailed check,61.5,1087.45,2.05
1403-gyafu,0.0,male,0,1,1,70,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.05,1360.25,0.6683333333333333
1403-lklik,0.0,female,0,1,1,33,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.1,579.4,0.67
1406-puqvy,0.0,male,0,0,1,1,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic check,49.9,49.9,1.6633333333333333
1407-digzv,0.0,female,0,1,1,3,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.1,52.0,0.6366666666666667
1409-phxtf,0.0,male,1,1,0,54,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,electronic check,110.45,6077.75,3.6816666666666666
1410-rscmr,0.0,male,0,1,1,7,1,no,dsl,yes,no,yes,yes,no,yes,month-to-month,1,credit card (automatic),71.35,515.75,2.378333333333333
1414-yadcw,0.0,male,0,1,0,70,1,no,fiber optic,yes,yes,no,yes,no,no,two year,0,bank transfer (automatic),84.6,5706.2,2.82
1415-yfwlt,1.0,female,1,0,0,1,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.3,89.3,2.9766666666666666
1421-hcerk,0.0,male,1,1,0,30,1,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,1,bank transfer (automatic),105.7,3181.8,3.5233333333333334
1422-dgubx,0.0,male,0,1,0,32,1,yes,fiber optic,no,no,no,yes,no,no,one year,1,electronic check,79.25,2619.15,2.6416666666666666
1423-bmpbq,0.0,female,0,1,1,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.0,19.0,0.6333333333333333
1427-gopmo,,male,0,0,0,57,1,yes,fiber optic,no,no,no,no,yes,no,one year,1,electronic check,86.9,4939.25,2.896666666666667
1427-versm,0.0,female,0,1,0,56,1,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,1,electronic check,98.7,5669.5,3.29
1428-gtbjj,1.0,male,0,0,0,11,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.55,824.75,2.485
1428-iedpr,0.0,male,0,0,0,52,1,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,1,electronic check,109.3,5731.4,3.643333333333333
1428-qpool,,female,0,1,1,65,1,yes,dsl,yes,yes,no,yes,yes,yes,two year,1,bank transfer (automatic),82.5,5215.1,2.75
1429-uyjsv,0.0,female,0,0,0,12,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.7,260.9,0.6566666666666666
1430-sfqsa,0.0,male,0,0,0,29,0,no phone service,dsl,yes,no,no,yes,no,no,one year,0,mailed check,35.6,1072.6,1.1866666666666668
1431-aidjq,0.0,male,0,1,1,33,1,no,dsl,no,yes,yes,yes,yes,yes,two year,0,credit card (automatic),82.1,2603.1,2.7366666666666664
1431-cywmh,0.0,female,0,1,1,22,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.05,454.05,0.635
1432-fpaxx,1.0,female,0,0,0,29,0,no phone service,dsl,no,yes,no,no,no,no,month-to-month,1,electronic check,30.6,856.35,1.02
1436-zmjan,0.0,female,0,1,0,10,1,no,dsl,no,no,yes,no,yes,yes,month-to-month,1,credit card (automatic),67.8,653.15,2.26
1439-lcgvl,0.0,female,0,1,0,26,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.2,459.6,0.64
1442-bqpvu,0.0,female,0,0,0,13,0,no phone service,dsl,no,yes,no,no,no,no,month-to-month,0,electronic check,29.15,357.15,0.9716666666666666
1442-okrje,0.0,male,0,1,1,66,1,no,fiber optic,yes,yes,yes,no,yes,yes,one year,1,bank transfer (automatic),103.15,7031.3,3.4383333333333335
1444-vvsgw,1.0,male,0,1,0,70,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,0,credit card (automatic),115.65,7968.85,3.855
1447-giqmr,1.0,male,0,1,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.15,69.15,2.305
1447-pjgga,1.0,female,0,0,0,57,1,no,fiber optic,no,no,yes,no,yes,yes,two year,1,electronic check,95.25,5464.65,3.175
1448-cywkc,0.0,female,0,1,1,58,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,credit card (automatic),105.2,6225.4,3.506666666666667
1448-pwkye,1.0,male,0,1,1,1,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,0,electronic check,80.0,80.0,2.6666666666666665
1449-xqemt,1.0,male,0,0,0,3,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.8,58.15,0.66
1450-galxr,1.0,female,0,0,0,10,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,electronic check,98.5,1058.25,3.283333333333333
1450-skcvi,1.0,female,0,0,0,56,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,73.85,4092.85,2.4616666666666664
1452-kiovk,0.0,male,0,0,1,22,1,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,1,credit card (automatic),89.1,1949.4,2.9699999999999998
1452-uzosf,0.0,male,0,1,1,72,1,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,1,credit card (automatic),106.1,7548.6,3.5366666666666666
1452-voqch,0.0,male,0,0,0,1,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,75.1,75.1,2.503333333333333
1452-xrsjv,0.0,female,0,1,1,39,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,credit card (automatic),51.05,2066.0,1.7016666666666667
1453-rzfon,0.0,female,0,0,1,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,mailed check,49.9,49.9,1.6633333333333333
1455-esiqh,1.0,male,0,0,0,1,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.1,89.1,2.9699999999999998
1455-hfbxa,0.0,male,0,1,0,52,1,yes,fiber optic,yes,no,yes,yes,no,no,two year,1,credit card (automatic),91.6,4627.8,3.0533333333333332
1455-ugqvh,1.0,male,0,1,0,10,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,98.5,1037.75,3.283333333333333
1456-twcgb,0.0,male,0,0,0,4,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,mailed check,49.25,208.45,1.6416666666666666
1459-qnfqt,0.0,male,0,1,1,70,0,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,0,bank transfer (automatic),59.5,4144.8,1.9833333333333334
1460-uzprj,0.0,male,0,1,0,60,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.95,1258.15,0.6649999999999999
1465-lntlj,0.0,male,1,1,0,8,1,no,dsl,no,no,yes,yes,no,yes,month-to-month,1,credit card (automatic),64.4,581.7,2.146666666666667
1465-vindh,1.0,female,0,1,1,10,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,credit card (automatic),102.1,1068.85,3.4033333333333333
1465-wczvt,0.0,female,0,1,1,3,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.65,60.65,0.6549999999999999
1468-defnc,0.0,male,1,1,1,64,1,yes,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),24.4,1548.65,0.8133333333333332
1469-lbjqj,0.0,female,0,1,0,66,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,105.2,6936.85,3.506666666666667
1470-psxnm,0.0,male,0,1,1,49,1,yes,fiber optic,no,yes,yes,no,yes,no,one year,1,electronic check,93.65,4520.15,3.121666666666667
1471-giqkq,0.0,female,0,0,0,1,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,electronic check,49.95,49.95,1.665
1472-tncwl,0.0,male,0,0,1,36,1,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,94.7,3512.5,3.1566666666666667
1474-juwsm,0.0,female,0,1,0,58,1,yes,dsl,yes,no,no,yes,no,yes,one year,1,electronic check,68.4,3972.25,2.2800000000000002
1475-vwvdo,0.0,male,0,0,0,7,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,74.9,490.55,2.496666666666667
1478-vpoad,0.0,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,43.8,43.8,1.46
1480-bkxga,0.0,male,1,1,0,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),116.05,8404.9,3.868333333333333
